ID_order,Company_Brand,Income,Time_start,Time_finish,Priority,Perishable,Fragile,Weight
181,Shunchen Sports Jia,56.95,2/7/2024 8:29,2/9/2024 22:27,0,0,0,14
182,Pringles,19.99,2/7/2024 8:46,2/12/2024 21:35,1,1,0,6
183,PepsiCo,19.42,2/7/2024 9:13,2/11/2024 15:02,0,1,1,8
184,361 Du KIDS,58.01,2/7/2024 9:18,2/12/2024 5:53,0,0,0,3
185,Shunchen Sports Jia,73.09,2/7/2024 11:48,2/11/2024 20:08,0,0,0,10
186,Pringles,19.02,2/7/2024 12:29,2/13/2024 23:57,0,1,1,9
187,Shunchen Sports Jia,77.09,2/7/2024 12:40,2/11/2024 11:56,0,0,1,7
188,PepsiCo,24.29,2/7/2024 13:10,2/13/2024 20:09,1,1,1,17
189,Shunchen Sports Jia,71.4,2/7/2024 13:43,2/13/2024 3:25,1,0,1,10
190,361 Du KIDS,40.79,2/7/2024 13:47,2/10/2024 20:33,0,0,0,19
191,PepsiCo,21.57,2/7/2024 14:14,2/11/2024 14:21,1,1,1,3
192,PepsiCo,16.29,2/7/2024 14:36,2/12/2024 5:32,0,1,0,9
193,PepsiCo,17.48,2/7/2024 15:16,2/10/2024 6:37,0,1,0,17
194,Pringles,11.17,2/7/2024 15:23,2/10/2024 7:01,1,1,1,16
195,Uniqlo,133.59,2/7/2024 15:24,2/12/2024 16:40,1,0,0,18
196,Pringles,18.02,2/7/2024 15:44,2/9/2024 8:40,1,1,0,10
197,Pringles,12.63,2/7/2024 15:50,2/12/2024 14:59,0,1,0,15
198,Pringles,29.82,2/7/2024 16:20,2/11/2024 23:43,0,1,1,10
199,PepsiCo,11.3,2/7/2024 16:37,2/11/2024 4:33,0,1,1,7
200,Shunchen Sports Jia,78.68,2/7/2024 19:11,2/8/2024 23:39,0,0,1,15
201,PepsiCo,22.74,2/7/2024 19:28,2/13/2024 7:35,0,1,1,3
202,Pringles,14.71,2/7/2024 21:08,2/11/2024 14:06,1,1,0,14
203,Pringles,24.03,2/7/2024 21:13,2/9/2024 9:58,1,1,0,15
204,Shunchen Sports Jia,61.5,2/7/2024 22:30,2/12/2024 8:21,1,0,0,17
205,Uniqlo,134.8,2/7/2024 23:17,2/12/2024 14:55,1,0,1,7
206,Pringles,14.73,2/7/2024 23:40,2/11/2024 6:54,0,1,1,10
207,Coca-Cola,24.81,2/8/2024 1:23,2/9/2024 9:00,0,1,0,1
208,Pringles,28.24,2/8/2024 1:35,2/13/2024 8:51,1,1,1,15
209,PepsiCo,23.16,2/8/2024 3:02,2/9/2024 22:48,0,1,1,10
210,Pringles,23.85,2/8/2024 4:29,2/10/2024 21:58,0,1,1,6
211,H&M,84.66,2/8/2024 5:28,2/11/2024 16:55,0,0,1,14
212,PepsiCo,12.5,2/8/2024 8:29,2/11/2024 6:38,0,1,0,3
213,Coca-Cola,21.19,2/8/2024 9:26,2/14/2024 18:54,0,1,1,13
214,H&M,113.81,2/8/2024 10:11,2/10/2024 21:09,0,0,0,14
215,Pringles,11.65,2/8/2024 10:41,2/13/2024 7:07,0,1,0,16
216,Pringles,23.94,2/8/2024 10:47,2/11/2024 8:30,1,1,0,21
217,H&M,149.73,2/8/2024 11:07,2/12/2024 23:42,0,0,0,4
218,PepsiCo,32.32,2/8/2024 11:07,2/12/2024 20:34,0,1,0,16
219,PepsiCo,25.33,2/8/2024 11:52,2/10/2024 5:56,0,1,0,9
220,PepsiCo,13.11,2/8/2024 12:41,2/9/2024 8:28,0,1,1,16
221,Shunchen Sports Jia,65.38,2/8/2024 12:43,2/12/2024 13:35,1,0,0,14
222,Coca-Cola,10.03,2/8/2024 14:15,2/12/2024 0:14,0,1,0,4
223,Shunchen Sports Jia,62.33,2/8/2024 14:57,2/10/2024 0:28,1,0,0,6
224,Zara,144.68,2/8/2024 15:04,2/14/2024 23:31,0,0,1,19
225,Uniqlo,121.42,2/8/2024 15:12,2/12/2024 18:38,1,0,1,16
226,PepsiCo,7.76,2/8/2024 15:37,2/14/2024 21:17,1,1,1,6
227,Uniqlo,134.63,2/8/2024 16:37,2/12/2024 10:34,0,0,0,1
228,PepsiCo,22.46,2/8/2024 16:43,2/14/2024 15:04,1,1,0,4
229,H&M,90.72,2/8/2024 18:57,2/12/2024 15:14,1,0,0,18
230,Uniqlo,106.03,2/8/2024 19:40,2/10/2024 2:49,0,0,0,2
231,Pringles,23.65,2/8/2024 19:44,2/9/2024 19:05,0,1,0,3
232,Shunchen Sports Jia,63.7,2/8/2024 20:29,2/11/2024 21:05,0,0,0,12
233,PepsiCo,17.45,2/8/2024 20:35,2/14/2024 20:22,0,1,0,17
234,Uniqlo,114.58,2/8/2024 20:44,2/10/2024 16:29,0,0,1,9
235,Coca-Cola,10.81,2/8/2024 22:11,2/10/2024 6:57,0,1,1,7
236,PepsiCo,32.77,2/8/2024 22:49,2/10/2024 7:43,1,1,1,2
237,Uniqlo,163,2/8/2024 23:26,2/15/2024 7:25,0,0,1,21
238,PepsiCo,32.71,2/8/2024 23:58,2/13/2024 14:27,1,1,1,9
239,Shunchen Sports Jia,79.46,2/9/2024 0:18,2/14/2024 15:13,1,0,0,7
240,Gap,103.82,2/9/2024 0:53,2/10/2024 14:48,0,0,1,21
241,Gap,137.14,2/9/2024 2:26,2/14/2024 0:38,0,0,1,7
242,PepsiCo,17.96,2/9/2024 2:48,2/12/2024 3:02,0,1,0,16
243,Pringles,29.5,2/9/2024 3:28,2/14/2024 17:21,1,1,0,17
244,Uniqlo,121.96,2/9/2024 3:42,2/14/2024 9:46,0,0,0,13
245,Uniqlo,134.75,2/9/2024 3:45,2/14/2024 14:53,1,0,0,6
246,PepsiCo,21.45,2/9/2024 5:15,2/13/2024 3:05,0,1,0,4
247,PepsiCo,13.21,2/9/2024 5:47,2/13/2024 6:16,0,1,0,7
248,PepsiCo,32.52,2/9/2024 6:31,2/12/2024 23:48,1,1,0,15
249,PepsiCo,17.74,2/9/2024 6:42,2/12/2024 18:57,1,1,1,11
250,Pringles,17.66,2/9/2024 7:34,2/11/2024 11:53,0,1,0,9
251,Uniqlo,144.24,2/9/2024 7:48,2/12/2024 8:28,1,0,0,11
252,Zara,67.33,2/9/2024 7:51,2/14/2024 2:32,0,0,1,8
253,PepsiCo,18.44,2/9/2024 9:42,2/11/2024 19:57,1,1,0,6
254,PepsiCo,8.7,2/9/2024 11:57,2/12/2024 19:06,1,1,1,12
255,Pringles,29.18,2/9/2024 12:30,2/12/2024 16:33,0,1,1,21
256,PepsiCo,28.48,2/9/2024 12:51,2/11/2024 4:09,1,1,1,13
257,Coca-Cola,22.07,2/9/2024 13:46,2/12/2024 0:15,0,1,1,21
258,NIKE,294.79,2/9/2024 17:40,2/11/2024 11:59,0,0,1,9
259,Coca-Cola,24.72,2/9/2024 18:44,2/14/2024 15:34,0,1,0,9
260,Coca-Cola,12.2,2/9/2024 19:19,2/13/2024 9:47,0,1,1,2
261,PepsiCo,33.34,2/9/2024 20:31,2/11/2024 11:46,0,1,1,6
262,PepsiCo,8.33,2/9/2024 21:28,2/13/2024 11:36,1,1,1,20
263,Shunchen Sports Jia,66.11,2/9/2024 22:27,2/10/2024 18:44,0,0,1,15
264,Uniqlo,135.15,2/10/2024 0:10,2/14/2024 8:24,1,0,1,11
265,H&M,91.33,2/10/2024 0:17,2/15/2024 4:23,1,0,1,2
266,Pringles,16.28,2/10/2024 0:30,2/14/2024 20:55,1,1,1,7
267,NIKE,126.86,2/10/2024 1:29,2/16/2024 8:19,0,0,1,6
268,Pringles,10.96,2/10/2024 1:49,2/15/2024 1:19,0,1,1,6
269,Pringles,15.31,2/10/2024 2:50,2/14/2024 2:23,0,1,0,12
270,NIKE,196.12,2/10/2024 2:52,2/14/2024 23:43,1,0,0,5
271,Zara,114.02,2/10/2024 4:26,2/12/2024 2:53,0,0,1,6
272,Pringles,16.46,2/10/2024 5:43,2/13/2024 18:19,0,1,1,14
273,Coca-Cola,11.29,2/10/2024 6:20,2/11/2024 21:25,1,1,1,8
274,361 Du KIDS,77.78,2/10/2024 7:23,2/12/2024 17:34,0,0,1,9
275,Uniqlo,141.68,2/10/2024 7:29,2/12/2024 12:28,1,0,1,1
276,Pringles,12.4,2/10/2024 7:40,2/11/2024 2:26,1,1,0,2
277,361 Du KIDS,67.06,2/10/2024 10:40,2/16/2024 9:24,1,0,1,13
278,PepsiCo,17.42,2/10/2024 11:27,2/14/2024 2:21,0,1,0,10
279,H&M,130.91,2/10/2024 11:34,2/15/2024 19:00,1,0,1,14
280,Coca-Cola,23.08,2/10/2024 12:54,2/16/2024 5:09,0,1,1,20
281,PepsiCo,21.77,2/10/2024 13:50,2/11/2024 2:31,1,1,0,3
282,Shunchen Sports Jia,54.61,2/10/2024 14:06,2/15/2024 13:58,0,0,0,15
283,PepsiCo,7.22,2/10/2024 15:34,2/14/2024 14:24,0,1,1,18
284,NIKE,133.03,2/10/2024 16:22,2/12/2024 11:13,0,0,1,1
285,PepsiCo,16.2,2/10/2024 17:17,2/12/2024 22:38,1,1,0,13
286,PepsiCo,9.56,2/10/2024 19:13,2/15/2024 11:41,1,1,1,13
287,Zara,87.74,2/10/2024 19:15,2/11/2024 21:13,1,0,1,20
288,Uniqlo,178.3,2/10/2024 19:28,2/14/2024 16:45,0,0,0,1
289,H&M,128.07,2/10/2024 20:33,2/16/2024 20:39,0,0,1,6
290,Uniqlo,183.42,2/10/2024 20:40,2/16/2024 4:29,0,0,0,3
291,Pringles,24.52,2/10/2024 21:03,2/13/2024 3:26,0,1,0,4
292,NIKE,148.09,2/10/2024 21:48,2/12/2024 12:52,0,0,0,7
293,PepsiCo,10.99,2/10/2024 22:01,2/17/2024 7:40,0,1,0,9
294,Coca-Cola,20.11,2/10/2024 22:02,2/15/2024 17:44,0,1,0,13
295,PepsiCo,29.46,2/10/2024 23:38,2/17/2024 8:36,0,1,0,12
296,Uniqlo,180.25,2/10/2024 23:46,2/15/2024 9:34,0,0,1,12
297,Pringles,21,2/11/2024 1:55,2/12/2024 0:04,0,1,1,6
298,PepsiCo,8.58,2/11/2024 2:02,2/15/2024 23:31,1,1,0,4
299,PepsiCo,19.74,2/11/2024 3:01,2/16/2024 11:41,0,1,1,14
300,Coca-Cola,21.29,2/11/2024 3:43,2/16/2024 21:16,0,1,0,5
301,H&M,143.88,2/11/2024 5:49,2/12/2024 0:39,0,0,1,4
302,NIKE,227.17,2/11/2024 6:29,2/16/2024 10:12,1,0,1,14
303,Pringles,24.25,2/11/2024 7:04,2/14/2024 5:57,1,1,1,16
304,Uniqlo,103.86,2/11/2024 7:56,2/14/2024 14:28,1,0,1,15
305,PepsiCo,26.91,2/11/2024 8:43,2/17/2024 3:54,0,1,0,6
306,Coca-Cola,17.84,2/11/2024 10:03,2/14/2024 5:05,0,1,0,20
307,Coca-Cola,15.4,2/11/2024 10:21,2/16/2024 1:20,0,1,1,3
308,Coca-Cola,17.19,2/11/2024 14:43,2/13/2024 12:42,1,1,0,4
309,Uniqlo,160.41,2/11/2024 15:31,2/14/2024 0:10,0,0,0,13
310,Pringles,15.69,2/11/2024 15:55,2/14/2024 7:11,0,1,0,20
311,Uniqlo,120.49,2/11/2024 16:20,2/15/2024 17:27,1,0,0,8
312,361 Du KIDS,65.09,2/11/2024 17:04,2/15/2024 6:40,0,0,0,17
313,Coca-Cola,15.94,2/11/2024 20:01,2/17/2024 15:10,0,1,1,21
314,PepsiCo,29.03,2/11/2024 20:40,2/16/2024 1:37,1,1,0,4
315,Coca-Cola,9.35,2/11/2024 22:52,2/17/2024 23:09,0,1,0,10
316,Coca-Cola,13.18,2/11/2024 22:53,2/17/2024 20:02,0,1,0,17
317,Coca-Cola,21.06,2/11/2024 22:57,2/15/2024 21:41,1,1,1,13
318,PepsiCo,30.86,2/11/2024 23:41,2/15/2024 7:48,0,1,0,5
319,Zara,147.97,2/12/2024 2:41,2/15/2024 0:19,1,0,0,11
320,Pringles,18.42,2/12/2024 3:41,2/12/2024 21:25,1,1,0,14
321,Coca-Cola,12.7,2/12/2024 4:04,2/16/2024 11:27,0,1,1,11
322,PepsiCo,17.52,2/12/2024 6:06,2/15/2024 8:38,0,1,0,14
323,PepsiCo,17.8,2/12/2024 6:59,2/12/2024 23:45,1,1,0,14
324,Zara,104.68,2/12/2024 7:21,2/18/2024 10:22,0,0,1,15
325,Gap,103.32,2/12/2024 7:24,2/13/2024 7:56,1,0,1,11
